patRIL	chamber	Pre	Learning	Memory	file
11049	6	-1.000	0.9594	0.2144	6.hbx
11049	8	-0.4933	0.7750	0.5711	6.hbx
11049	9	1.000	0.9606	0.1633	6.hbx
11049	10	0.4933	0.7017	1.000	6.hbx
11049	12	0.2067	0.9167	0.3122	6.hbx
11049	13	0.9667	0.8633	0.4600	6.hbx
11049	14	-1.000	0.8844	-0.4267	6.hbx
11049	15	1.000	0.9783	1.000	6.hbx
11048	0	0.03333	0.3422	-0.1878	1.hbx
11048	2	0.3533	0.7044	0.4622	1.hbx
11048	4	0.1067	0.7389	1.000	1.hbx
11048	8	-0.1267	0.6739	1.000	1.hbx
11048	9	-0.06667	0.4628	-0.1300	1.hbx
11048	12	0.02000	0.7794	1.000	1.hbx
11048	14	0.1667	0.5711	0.06333	1.hbx
11048	0	0.1000	0.1406	-0.3989	2.hbx
11048	2	1.000	0.8011	1.000	2.hbx
11048	4	0.2667	0.8067	-0.1356	2.hbx
11048	6	0.6733	0.1711	-0.2233	2.hbx
11048	8	-0.02667	0.3683	-0.2067	2.hbx
11048	9	-0.1533	0.3128	0.04889	2.hbx
11048	14	0.09333	0.4833	-0.1667	2.hbx
11048	15	-0.2333	0.7733	0.05889	2.hbx
11048	0	-0.04000	0.4433	-0.06444	3.hbx
11048	4	-0.01333	0.5761	0.9533	3.hbx
11048	6	-0.2200	0.4806	-0.07889	3.hbx
11048	8	-0.1067	0.7450	1.000	3.hbx
11048	9	1.000	0.2522	0.02333	3.hbx
11048	11	0.8933	0.9000	1.000	3.hbx
11048	14	0.2333	0.5694	0.5222	3.hbx
11048	15	-0.006667	0.7033	-0.005556	3.hbx
11048	0	0.04000	0.1700	0.07333	4.hbx
11048	2	0.3133	0.6844	0.6567	4.hbx
11048	4	-0.1333	0.5444	0.3300	4.hbx
11048	6	-1.000	0.7117	-1.000	4.hbx
11048	8	-0.1800	0.6244	-0.1656	4.hbx
11048	9	0.1733	0.6961	-0.2944	4.hbx
11048	11	0.02667	0.9344	1.000	4.hbx
11048	14	0.5400	0.6294	0.1167	4.hbx
11048	15	-0.03333	0.4794	0.2056	4.hbx
11048	0	0.08667	0.3339	0.08111	5.hbx
11048	2	0.1800	0.4550	0.2211	5.hbx
11048	4	0.06667	0.5400	0.2222	5.hbx
11048	5	0.02667	0.3128	0.08444	5.hbx
11048	6	0.2400	0.2317	0.0000	5.hbx
11048	8	-0.06667	0.5400	0.5578	5.hbx
11048	9	0.2533	0.3372	0.0000	5.hbx
11048	10	-0.1867	0.3878	0.2567	5.hbx
11048	11	0.2533	0.7933	1.000	5.hbx
11048	12	0.1867	0.3744	0.3356	5.hbx
11048	13	-0.06667	0.6800	-0.6200	5.hbx
11048	14	1.000	0.8183	-0.6533	5.hbx
11048	15	-0.1333	0.3261	0.08667	5.hbx
11048	0	-0.5267	0.4400	-0.3256	6.hbx
11048	2	-0.04667	0.6428	0.5167	6.hbx
11048	4	-0.4067	0.3711	-0.8700	6.hbx
11048	5	-0.2800	0.4050	0.2100	6.hbx
11048	6	-0.1333	0.6217	-0.1156	6.hbx
11048	8	-0.04667	0.6233	0.09556	6.hbx
11048	9	-0.08000	0.03389	0.1089	6.hbx
11048	10	0.3000	0.4950	-0.1344	6.hbx
11048	11	-0.2000	0.7300	1.000	6.hbx
11048	12	-0.09333	0.2061	0.1956	6.hbx
11048	13	-0.3800	0.3911	-0.1756	6.hbx
11048	14	-0.1000	0.7133	-0.3344	6.hbx
11048	15	-0.06667	0.3589	0.7156	6.hbx
11078	2	0.7133	0.8922	0.08000	1.hbx
11078	4	-1.000	0.9222	1.000	1.hbx
11078	5	1.000	0.4422	-1.000	1.hbx
11078	6	1.000	0.9867	0.5178	1.hbx
11078	8	0.4867	0.8328	0.04444	1.hbx
11078	10	0.3600	0.4200	-0.01889	1.hbx
11078	11	1.000	0.8433	1.000	1.hbx
11078	12	0.5067	0.8256	0.8400	1.hbx
11078	13	1.000	0.9989	0.7756	1.hbx
11078	14	0.8467	0.9289	0.08444	1.hbx
11078	15	0.9800	0.9744	1.000	1.hbx
11078	2	0.8467	0.8489	1.000	2.hbx
11078	4	-0.2933	0.9267	0.5700	2.hbx
11078	5	-0.09333	0.8472	0.5822	2.hbx
11078	6	1.000	0.8456	1.000	2.hbx
11078	8	-0.03333	0.8417	-0.3978	2.hbx
11078	9	0.6733	0.5161	1.000	2.hbx
11078	11	-1.000	0.8878	1.000	2.hbx
11078	12	0.4200	0.9628	0.8489	2.hbx
11078	13	0.1667	0.7211	-0.04778	2.hbx
11078	14	-0.9800	0.9228	1.000	2.hbx
11078	4	0.2333	0.7467	1.000	3.hbx
11078	5	0.4933	0.8228	0.3711	3.hbx
11078	6	1.000	0.8317	1.000	3.hbx
11078	8	-0.2333	0.8656	0.2489	3.hbx
11078	9	-0.4333	0.7983	-0.3133	3.hbx
11078	11	-0.8667	0.9011	1.000	3.hbx
11078	12	0.5133	0.8439	0.2200	3.hbx
11078	13	-0.6267	0.8661	1.000	3.hbx
11078	14	0.1133	0.7844	0.02000	3.hbx
11078	2	1.000	0.9878	0.8167	4.hbx
11078	5	0.5467	0.7294	1.000	4.hbx
11078	6	1.000	0.9022	0.3811	4.hbx
11078	8	0.8400	0.9622	0.7144	4.hbx
11078	12	0.3333	0.8383	0.6000	4.hbx
11078	13	1.000	0.8606	0.7456	4.hbx
11078	14	0.7467	0.9217	0.004444	4.hbx
11078	2	0.7800	0.9889	1.000	5.hbx
11078	5	0.8600	0.9139	-0.001111	5.hbx
11078	6	0.2467	0.9250	0.08556	5.hbx
11078	8	0.1133	0.9311	0.2322	5.hbx
11078	13	0.3467	0.6872	-0.3322	5.hbx
11078	14	0.1933	0.8372	0.06000	5.hbx
11078	4	0.7533	0.8022	1.000	6.hbx
11078	5	0.5600	0.7250	-0.05889	6.hbx
11078	6	0.6667	0.6156	1.000	6.hbx
11078	8	1.000	-0.2467	-1.000	6.hbx
11078	9	1.000	0.9272	0.5044	6.hbx
11078	11	0.4800	0.7956	0.2522	6.hbx
11078	12	-0.9200	0.4644	0.9311	6.hbx
11078	13	-0.05333	0.8122	0.5800	6.hbx
11078	14	0.04000	0.8683	0.5500	6.hbx
11078	2	0.7533	0.7583	0.3667	7.hbx
11078	4	1.000	0.8956	1.000	7.hbx
11078	6	0.03333	0.3600	1.000	7.hbx
11078	8	-0.4733	0.9139	0.7111	7.hbx
11078	9	0.4800	0.6033	1.000	7.hbx
11078	12	0.4533	0.8011	0.3922	7.hbx
11078	13	0.3467	0.6372	0.5389	7.hbx
11078	14	0.02000	0.9439	0.02667	7.hbx
11049	0	-0.5733	0.9417	0.3611	11049_00A_6min.hbx
11049	2	0.8467	0.9722	0.6489	11049_00A_6min.hbx
11049	4	-0.06667	0.8472	0.6144	11049_00A_6min.hbx
11049	6	0.1600	0.9833	-0.3133	11049_00A_6min.hbx
11049	7	-0.3600	0.8528	0.9756	11049_00A_6min.hbx
11049	8	-0.5000	0.8467	-0.2867	11049_00A_6min.hbx
11049	11	-0.9267	0.9411	0.09778	11049_00A_6min.hbx
11049	12	-0.9667	0.9056	0.08222	11049_00A_6min.hbx
11049	15	-0.1267	0.7511	0.05444	11049_00A_6min.hbx
11049	0	-0.08667	0.7317	1.000	11049_001B_6min.hbx
11049	2	-0.4533	0.9917	-0.1089	11049_001B_6min.hbx
11049	4	-0.1533	0.8944	0.2089	11049_001B_6min.hbx
11049	6	0.4933	0.9061	-0.7500	11049_001B_6min.hbx
11049	7	0.3400	0.8311	0.5778	11049_001B_6min.hbx
11049	8	-0.1467	0.8872	0.2467	11049_001B_6min.hbx
11049	11	0.7133	0.9889	0.7278	11049_001B_6min.hbx
11049	12	0.9867	0.9144	0.6944	11049_001B_6min.hbx
11049	15	0.3733	0.8900	0.2756	11049_001B_6min.hbx
11049	0	0.06000	0.9117	1.000	11049_002A_6min.hbx
11049	2	1.000	0.9889	1.000	11049_002A_6min.hbx
11049	4	-1.000	0.9289	0.9833	11049_002A_6min.hbx
11049	6	-0.3400	0.9089	0.7778	11049_002A_6min.hbx
11049	7	-0.5200	0.8639	-0.9956	11049_002A_6min.hbx
11049	8	-0.04667	0.7817	0.1267	11049_002A_6min.hbx
11049	11	-1.000	0.8117	0.8622	11049_002A_6min.hbx
11049	12	-0.1733	0.6867	0.06556	11049_002A_6min.hbx
11049	0	0.3533	0.9739	0.6844	11049_002B_6min.hbx
11049	2	-0.1800	0.4450	1.000	11049_002B_6min.hbx
11049	4	-0.006667	0.7094	-0.4800	11049_002B_6min.hbx
11049	6	-0.4333	0.7817	-0.3344	11049_002B_6min.hbx
11049	8	0.1733	0.8933	0.1222	11049_002B_6min.hbx
11049	11	0.9600	0.8428	0.8700	11049_002B_6min.hbx
11049	12	0.2533	0.8950	0.7222	11049_002B_6min.hbx
11049	15	0.2400	0.9306	0.8600	11049_002B_6min.hbx
11049	0	-0.04000	0.9150	-0.4500	11049_003A_6min.hbx
11049	2	-1.000	0.8422	-0.1967	11049_003A_6min.hbx
11049	4	0.006667	0.9394	0.3311	11049_003A_6min.hbx
11049	6	0.9800	0.7956	0.6189	11049_003A_6min.hbx
11049	7	-0.8667	0.9478	0.8400	11049_003A_6min.hbx
11049	8	-0.1667	0.8689	0.2522	11049_003A_6min.hbx
11049	10	0.7733	0.9128	-0.06667	11049_003A_6min.hbx
11049	11	0.9333	0.8900	-0.5078	11049_003A_6min.hbx
11049	12	-0.2000	0.8389	0.7333	11049_003A_6min.hbx
11049	15	-1.000	0.1772	-0.9289	11049_003A_6min.hbx
11049	0	-0.1200	0.8122	0.4122	11049_003B_6min.hbx
11049	2	0.3200	0.8561	0.6644	11049_003B_6min.hbx
11049	4	0.3733	0.8894	1.000	11049_003B_6min.hbx
11049	6	0.02667	0.4967	0.2689	11049_003B_6min.hbx
11049	7	-0.08667	0.7261	1.000	11049_003B_6min.hbx
11049	8	-0.03333	0.6439	0.2456	11049_003B_6min.hbx
11049	10	0.08667	0.9422	0.4678	11049_003B_6min.hbx
11049	11	-0.01333	0.3406	0.6267	11049_003B_6min.hbx
11049	12	-0.6267	0.9256	0.1722	11049_003B_6min.hbx
11049	15	-0.4267	0.9344	0.1867	11049_003B_6min.hbx
11051	0	-0.7600	0.3700	-0.01111	1.hbx
11051	2	-0.7533	0.8067	0.3511	1.hbx
11051	4	-0.4067	0.8011	0.1778	1.hbx
11051	5	-0.8200	0.7300	-0.6111	1.hbx
11051	6	1.000	0.8556	0.9811	1.hbx
11051	7	1.000	0.9711	0.9767	1.hbx
11051	8	-0.2600	0.7344	-0.04667	1.hbx
11051	9	0.006667	0.8139	0.2511	1.hbx
11051	10	-0.8333	0.7922	0.8978	1.hbx
11051	11	0.06667	0.8233	1.000	1.hbx
11051	12	-0.03333	0.6656	0.1122	1.hbx
11051	13	-0.4000	0.5272	1.000	1.hbx
11051	14	-0.8467	0.8683	0.02889	1.hbx
11051	15	1.000	0.9917	0.4744	1.hbx
11051	0	1.000	0.8378	-0.04889	2.hbx
11051	2	1.000	0.9544	1.000	2.hbx
11051	4	-0.3733	0.6556	0.1756	2.hbx
11051	5	-0.7400	0.9083	-0.1556	2.hbx
11051	7	1.000	0.9694	0.9944	2.hbx
11051	8	-1.000	0.9500	0.3000	2.hbx
11051	11	0.7800	0.8939	1.000	2.hbx
11051	13	0.05333	0.7678	-0.4333	2.hbx
11051	0	-0.6133	0.8489	1.000	3.hbx
11051	4	-1.000	0.8556	-0.4289	3.hbx
11051	6	-1.000	0.7861	1.000	3.hbx
11051	7	0.9933	0.9939	0.9856	3.hbx
11051	8	1.000	0.9861	-0.8511	3.hbx
11051	9	-1.000	0.7333	0.9922	3.hbx
11051	11	1.000	0.8600	0.9044	3.hbx
11051	12	0.3067	0.8478	-0.2178	3.hbx
11051	13	0.3800	0.7400	0.7822	3.hbx
11051	14	-0.7200	0.6772	0.3567	3.hbx
11051	15	-0.1533	0.8289	-0.5778	3.hbx
11051	0	0.05333	0.8372	-0.9822	4.hbx
11051	4	-1.000	0.9339	1.000	4.hbx
11051	5	1.000	0.7294	-0.2900	4.hbx
11051	7	1.000	0.9911	0.9844	4.hbx
11051	8	1.000	0.8689	-0.3856	4.hbx
11051	9	-0.7467	0.7300	-0.4000	4.hbx
11051	10	-0.8533	0.7067	-0.1633	4.hbx
11051	11	0.6933	0.8694	-0.6289	4.hbx
11051	12	-1.000	0.8394	0.8656	4.hbx
11051	13	-1.000	0.6033	1.000	4.hbx
11051	14	0.2467	0.8722	-0.8044	4.hbx
11051	15	0.4133	0.5972	0.8978	4.hbx
11051	0	-1.000	0.9233	0.8867	5.hbx
11051	2	1.000	0.8794	0.2067	5.hbx
11051	4	-1.000	0.9356	0.4767	5.hbx
11051	5	-1.000	0.8794	0.8411	5.hbx
11051	6	1.000	0.9483	0.3244	5.hbx
11051	8	-0.2400	0.6028	0.1733	5.hbx
11051	9	-0.1200	0.3639	-0.2600	5.hbx
11051	10	-0.9400	0.8433	0.7500	5.hbx
11051	11	0.2000	0.5911	0.3800	5.hbx
11051	12	-1.000	0.8056	0.9633	5.hbx
11051	13	-1.000	0.5444	-0.08556	5.hbx
11051	14	1.000	0.7928	-0.3033	5.hbx
11051	15	1.000	0.8711	0.2178	5.hbx
11051	0	-1.000	0.7061	1.000	6.hbx
11051	2	-0.6800	0.9028	0.9567	6.hbx
11051	4	-1.000	0.8383	-0.1144	6.hbx
11051	5	-1.000	0.8783	-0.1633	6.hbx
11051	6	1.000	0.8689	1.000	6.hbx
11051	8	-1.000	0.7794	-0.2478	6.hbx
11051	9	-1.000	0.8494	1.000	6.hbx
11051	10	-0.6200	0.9078	-0.2078	6.hbx
11051	12	-1.000	0.9250	0.06333	6.hbx
11051	13	-0.9733	0.5861	0.3744	6.hbx
11051	14	1.000	0.6311	-0.1222	6.hbx
11051	15	1.000	0.9717	0.2967	6.hbx
11053	2	0.3000	0.7828	-0.001111	1.hbx
11053	4	1.000	0.7817	0.6411	1.hbx
11053	5	0.1733	-0.9333	-1.000	1.hbx
11053	6	0.6000	0.8444	-0.3056	1.hbx
11053	9	-0.1600	0.7811	0.09000	1.hbx
11053	10	-0.1267	0.6844	1.000	1.hbx
11053	11	1.000	0.8989	-0.1656	1.hbx
11053	12	-0.1533	0.6067	-0.04222	1.hbx
11053	14	0.09333	0.8667	0.1289	1.hbx
11053	15	1.000	0.7306	-0.1589	1.hbx
11053	2	-0.7000	0.8767	0.9933	2.hbx
11053	4	1.000	0.7850	0.1556	2.hbx
11053	5	1.000	0.8572	0.1122	2.hbx
11053	6	0.3267	0.6728	-0.03000	2.hbx
11053	8	0.6000	0.8589	0.01333	2.hbx
11053	9	0.7000	0.7567	0.3700	2.hbx
11053	10	0.6867	0.8683	-0.1522	2.hbx
11053	11	0.8400	0.9500	0.9022	2.hbx
11053	12	-0.1200	0.8744	0.1244	2.hbx
11053	14	0.6867	0.8094	0.8067	2.hbx
11053	15	-0.3400	0.7633	0.2956	2.hbx
11053	5	-1.000	0.8144	-0.7200	3.hbx
11053	6	0.3867	0.7406	-0.5300	3.hbx
11053	8	1.000	0.9761	0.2711	3.hbx
11053	10	1.000	0.9856	0.8500	3.hbx
11053	11	1.000	0.9533	1.000	3.hbx
11053	14	1.000	0.9450	1.000	3.hbx
11053	15	0.6533	0.9944	-0.04778	3.hbx
11053	2	-0.5800	0.8267	-0.2889	4.hbx
11053	4	-0.8067	0.9228	-0.6589	4.hbx
11053	5	0.2600	0.8244	-0.3589	4.hbx
11053	6	-0.2867	0.8522	-0.09222	4.hbx
11053	8	1.000	0.4989	0.4056	4.hbx
11053	9	0.7267	0.9611	1.000	4.hbx
11053	10	1.000	0.9022	0.5822	4.hbx
11053	12	-1.000	0.7667	-0.07444	4.hbx
11053	14	-1.000	0.9144	0.2400	4.hbx
11053	15	0.3267	0.8144	-0.2133	4.hbx
11053	2	1.000	0.8444	1.000	5.hbx
11053	4	-0.6267	0.7400	1.000	5.hbx
11053	5	0.9467	0.8533	0.2633	5.hbx
11053	6	1.000	0.9911	0.2167	5.hbx
11053	8	0.2733	0.7883	-0.3122	5.hbx
11053	10	1.000	0.9689	0.8156	5.hbx
11053	11	1.000	0.9456	0.1222	5.hbx
11053	14	-0.1733	0.8733	0.6522	5.hbx
11053	15	0.2533	0.8861	0.1689	5.hbx
11053	2	1.000	0.6083	0.4056	6.hbx
11053	4	0.9000	0.9106	0.4856	6.hbx
11053	5	1.000	0.8517	0.8633	6.hbx
11053	6	1.000	0.7206	0.1222	6.hbx
11053	8	0.06667	0.9089	0.2322	6.hbx
11053	9	-0.4800	0.6439	1.000	6.hbx
11053	10	-0.9733	0.9544	0.05222	6.hbx
11053	11	-0.3000	0.3606	-1.000	6.hbx
11053	12	-1.000	0.7772	0.5800	6.hbx
11053	14	1.000	0.9567	0.5122	6.hbx
11053	15	0.3067	0.8483	1.000	6.hbx
11053	2	0.3133	0.7667	-0.05333	7.hbx
11053	4	-0.1333	0.9183	0.3800	7.hbx
11053	5	1.000	0.6994	-0.05556	7.hbx
11053	6	0.1133	0.8800	1.000	7.hbx
11053	8	0.9933	0.8589	0.2156	7.hbx
11053	9	-0.006667	0.8444	-0.2011	7.hbx
11053	10	0.01333	0.9206	0.02111	7.hbx
11053	11	0.02000	0.7333	-1.000	7.hbx
11053	12	0.4200	0.7389	-0.01222	7.hbx
11053	14	1.000	0.7339	0.1411	7.hbx
11053	15	-0.8800	0.7978	-0.09889	7.hbx
11052	0	0.2067	0.6861	0.2478	1.hbx
11052	2	-0.3667	0.8650	0.5089	1.hbx
11052	4	0.1933	0.7961	0.5567	1.hbx
11052	6	0.3000	0.6739	0.4022	1.hbx
11052	8	0.5333	0.8550	0.3422	1.hbx
11052	9	0.08667	0.7350	0.3656	1.hbx
11052	11	0.5933	0.9472	0.9900	1.hbx
11052	0	-0.1467	0.6489	0.7867	2.hbx
11052	2	-0.2267	0.8350	0.3511	2.hbx
11052	4	-1.000	0.9394	0.7111	2.hbx
11052	6	1.000	0.9878	-0.006667	2.hbx
11052	8	1.000	0.9778	0.3389	2.hbx
11052	9	-0.1800	0.7922	0.3578	2.hbx
11052	11	1.000	0.8811	0.6944	2.hbx
11052	15	-0.1467	0.9672	0.7711	2.hbx
11052	0	1.000	0.8722	0.2222	3.hbx
11052	2	0.8733	0.9544	0.1867	3.hbx
11052	4	1.000	0.8867	0.5322	3.hbx
11052	6	1.000	0.8106	0.02778	3.hbx
11052	9	-1.000	0.8933	0.1633	3.hbx
11052	11	1.000	0.8972	1.000	3.hbx
11052	14	1.000	0.9961	0.05444	3.hbx
11052	15	1.000	0.9050	-0.008889	3.hbx
11052	0	0.4600	0.7661	1.000	4.hbx
11052	2	0.9733	0.9772	0.7578	4.hbx
11052	4	-0.1600	0.9300	0.9978	4.hbx
11052	6	1.000	0.9661	0.5289	4.hbx
11052	8	0.9867	0.9244	1.000	4.hbx
11052	14	1.000	0.9956	0.9656	4.hbx
11052	2	0.8000	0.8456	0.4589	5.hbx
11052	11	-0.006667	0.9333	0.08000	5.hbx
11052	14	1.000	0.8172	0.6022	5.hbx
11052	15	-0.7733	0.7639	0.3289	5.hbx
11052	0	-1.000	0.9239	0.5400	6.hbx
11052	6	1.000	0.8461	0.7033	6.hbx
11052	8	0.6000	0.8567	-0.02556	6.hbx
11052	9	1.000	0.9383	0.2789	6.hbx
11052	11	1.000	0.9294	1.000	6.hbx
11052	14	0.8733	0.9894	1.000	6.hbx
11052	15	1.000	0.9928	0.3356	6.hbx
11052	0	1.000	0.9628	0.7833	7.hbx
11052	2	1.000	0.9944	0.9878	7.hbx
11052	4	0.9067	0.9678	0.1300	7.hbx
11052	6	1.000	0.9328	1.000	7.hbx
11052	8	1.000	0.9439	0.6389	7.hbx
11052	9	-0.7867	0.9167	1.000	7.hbx
11052	11	1.000	0.9517	1.000	7.hbx
11052	15	0.7800	0.9889	1.000	7.hbx
11052	0	0.8867	0.7744	1.000	8.hbx
11052	2	1.000	0.9617	0.5311	8.hbx
11052	5	0.3133	0.9189	-0.1422	8.hbx
11052	6	-0.1400	0.9894	0.4589	8.hbx
11052	8	1.000	0.9722	0.4833	8.hbx
11052	9	1.000	0.9928	1.000	8.hbx
11052	11	-0.5467	0.9533	0.4511	8.hbx
11052	12	0.7933	0.7211	1.000	8.hbx
11052	13	1.000	0.8517	1.000	8.hbx
11052	14	0.9867	0.8300	0.2489	8.hbx
11052	0	-0.9933	0.7383	0.9644	9.hbx
11052	4	-0.6133	0.7883	1.000	9.hbx
11052	5	-0.7067	0.9106	-0.3900	9.hbx
11052	6	1.000	0.6872	1.000	9.hbx
11052	8	1.000	0.9228	1.000	9.hbx
11052	9	0.9533	0.9517	0.6956	9.hbx
11052	11	0.8533	0.8528	1.000	9.hbx
11052	13	-1.000	0.8828	1.000	9.hbx
11052	15	-0.1067	0.9239	0.9922	9.hbx
11054	0	-0.006667	0.5856	0.2378	1.hbx
11054	4	-0.05333	0.6972	0.3333	1.hbx
11054	5	-0.1400	0.8783	0.1933	1.hbx
11054	6	0.006667	0.6233	0.3000	1.hbx
11054	8	-0.1467	0.9772	0.8800	1.hbx
11054	9	0.04667	0.7200	0.7322	1.hbx
11054	10	0.0000	0.6750	0.6478	1.hbx
11054	11	-0.08667	0.9494	0.7144	1.hbx
11054	12	-0.02667	0.7478	0.3822	1.hbx
11054	13	0.01333	0.8228	0.9056	1.hbx
11054	14	0.04000	0.7456	0.5389	1.hbx
11054	15	0.4400	0.9400	1.000	1.hbx
11054	0	-0.3200	0.8117	0.2100	2.hbx
11054	2	0.3000	0.7567	0.5944	2.hbx
11054	4	-0.7667	0.5578	0.4689	2.hbx
11054	5	-1.000	0.8306	0.3889	2.hbx
11054	6	-0.2600	0.6833	0.4267	2.hbx
11054	8	-0.1333	0.9328	1.000	2.hbx
11054	9	-0.06000	0.7594	0.3244	2.hbx
11054	10	0.1400	0.6128	0.6011	2.hbx
11054	11	0.5600	-0.6778	-1.000	2.hbx
11054	12	0.5333	0.6867	0.09444	2.hbx
11054	13	-0.07333	0.6094	1.000	2.hbx
11054	14	-0.1667	0.9689	1.000	2.hbx
11054	15	0.9867	0.9511	0.1133	2.hbx
11054	0	0.2667	0.8228	1.000	3.hbx
11054	2	0.3533	0.9206	1.000	3.hbx
11054	4	-0.1467	0.6406	0.4600	3.hbx
11054	6	-0.05333	0.5411	0.1211	3.hbx
11054	8	-0.3533	0.7250	0.3822	3.hbx
11054	9	0.006667	0.6694	0.2033	3.hbx
11054	10	-0.1400	0.7583	1.000	3.hbx
11054	11	1.000	0.8883	1.000	3.hbx
11054	12	0.3133	0.5867	0.1033	3.hbx
11054	13	0.2933	0.7239	1.000	3.hbx
11054	14	0.4133	0.8878	-0.04778	3.hbx
11054	15	0.2533	0.8711	1.000	3.hbx
11054	0	-1.000	0.8761	0.5267	4.hbx
11054	2	0.09333	0.9383	1.000	4.hbx
11054	4	-0.1067	0.6678	-0.1167	4.hbx
11054	5	-0.06000	0.9611	1.000	4.hbx
11054	6	-0.5267	0.4256	0.2778	4.hbx
11054	9	-0.1133	0.6339	0.2611	4.hbx
11054	10	0.1400	0.4383	0.3767	4.hbx
11054	11	-0.3533	0.8994	1.000	4.hbx
11054	12	0.05333	0.3567	0.3022	4.hbx
11054	13	-0.9933	0.9706	1.000	4.hbx
11054	14	0.4200	0.7333	0.9256	4.hbx
11054	15	0.1733	0.5150	1.000	4.hbx
11054	0	0.04667	0.7850	0.2600	5.hbx
11054	4	-1.000	0.8172	0.5600	5.hbx
11054	5	-0.4400	0.4928	0.1000	5.hbx
11054	6	-1.000	0.7778	-0.02111	5.hbx
11054	8	-0.2067	0.8633	0.8211	5.hbx
11054	9	0.2200	0.8217	0.6000	5.hbx
11054	10	0.3133	0.8544	0.7189	5.hbx
11054	11	-0.3800	0.8928	1.000	5.hbx
11054	12	0.1133	0.7350	-0.1122	5.hbx
11054	13	-0.3800	0.8239	1.000	5.hbx
11054	14	0.2067	0.7122	0.06333	5.hbx
11054	15	0.5067	0.8172	0.6211	5.hbx
11054	0	1.000	0.9911	-0.4611	6.hbx
11054	2	0.0000	0.8422	0.4122	6.hbx
11054	4	-0.1667	0.6100	1.000	6.hbx
11054	5	-0.2133	0.8356	0.4678	6.hbx
11054	6	-0.4200	0.5206	0.3233	6.hbx
11054	8	-1.000	0.7461	1.000	6.hbx
11054	9	0.06000	0.7989	1.000	6.hbx
11054	10	-0.6933	0.8989	0.3100	6.hbx
11054	11	-0.08667	0.5439	1.000	6.hbx
11054	12	-0.2400	0.6544	0.05667	6.hbx
11054	14	-0.1200	0.3422	1.000	6.hbx
11054	15	0.7133	0.8711	-0.1722	6.hbx
11055	0	0.9800	0.9606	1.000	1.hbx
11055	2	0.05333	0.7856	0.5000	1.hbx
11055	4	1.000	0.9639	-0.6522	1.hbx
11055	5	-0.05333	0.6511	-0.008889	1.hbx
11055	6	1.000	0.6239	1.000	1.hbx
11055	8	0.2867	0.9428	0.2878	1.hbx
11055	9	-0.5600	0.8833	-0.4833	1.hbx
11055	10	-0.4133	0.6383	0.6322	1.hbx
11055	11	0.2333	0.9044	1.000	1.hbx
11055	12	0.1667	0.8017	1.000	1.hbx
11055	13	-0.04000	-0.7833	-1.000	1.hbx
11055	14	-0.1667	0.8611	1.000	1.hbx
11055	15	0.1000	0.8283	0.6867	1.hbx
11055	0	-0.2133	0.8261	0.3667	2.hbx
11055	2	0.2067	0.9378	1.000	2.hbx
11055	4	-0.02000	0.9467	0.1800	2.hbx
11055	5	-0.07333	0.8400	-0.2433	2.hbx
11055	6	-0.3533	0.9500	-0.4667	2.hbx
11055	9	-0.02000	0.6761	0.1433	2.hbx
11055	10	-0.3333	0.8594	0.6233	2.hbx
11055	11	0.5333	-0.5133	-1.000	2.hbx
11055	12	-0.1133	0.8828	0.3467	2.hbx
11055	13	-0.7133	0.8494	0.7822	2.hbx
11055	14	-0.4533	0.8267	0.5600	2.hbx
11055	15	-0.2800	0.8533	0.9967	2.hbx
11055	2	1.000	0.9622	-0.02778	3.hbx
11055	4	1.000	0.9811	0.3467	3.hbx
11055	5	0.09333	0.7522	0.01889	3.hbx
11055	6	0.6267	0.9439	-0.6244	3.hbx
11055	9	0.08000	0.6761	-0.1844	3.hbx
11055	10	-1.000	0.8678	0.9456	3.hbx
11055	11	-1.000	0.8344	1.000	3.hbx
11055	12	0.9733	0.9356	1.000	3.hbx
11055	14	1.000	0.8022	1.000	3.hbx
11055	15	-1.000	0.9017	0.9800	3.hbx
11055	2	0.1667	0.9306	0.8100	4.hbx
11055	4	-0.6933	0.8400	-0.2122	4.hbx
11055	5	1.000	0.8433	1.000	4.hbx
11055	8	0.2000	0.8683	0.001111	4.hbx
11055	9	-1.000	0.8039	1.000	4.hbx
11055	10	1.000	0.8856	0.4911	4.hbx
11055	12	-1.000	0.7217	0.9767	4.hbx
11055	13	-1.000	0.9372	1.000	4.hbx
11055	14	-0.8267	0.4939	1.000	4.hbx
11055	15	1.000	0.9844	0.8322	4.hbx
11055	4	-0.1600	0.9267	0.1233	5.hbx
11055	5	0.3267	0.7811	0.09222	5.hbx
11055	6	-1.000	0.8850	-0.7789	5.hbx
11055	8	-0.3000	0.9394	0.7889	5.hbx
11055	9	-0.2200	0.8533	-0.6489	5.hbx
11055	10	-0.8533	0.8911	1.000	5.hbx
11055	11	-0.7600	0.9589	1.000	5.hbx
11055	12	-0.3067	0.9394	0.6033	5.hbx
11055	13	0.4800	0.9100	1.000	5.hbx
11055	14	0.3000	0.7461	0.06111	5.hbx
11055	15	-1.000	0.9061	1.000	5.hbx
11055	5	0.3133	0.8717	0.8444	6.hbx
11055	6	0.3133	0.8767	-0.3200	6.hbx
11055	8	-0.6933	0.9289	1.000	6.hbx
11055	9	-1.000	0.6806	-0.01111	6.hbx
